#:unix_secs,dpkts,doctets,srcaddr,dstaddr,input,output,srcport,dstport,prot,tos,tcp_flags,Label
1631187469,1,595,3064463635,2117344802,1368,1368,44622,443,6,0,24,1
1631187469,1,52,3064463635,2117344802,1368,1368,45016,443,6,0,17,1
1631187469,1,52,2117344795,3064463631,1368,1368,443,49862,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,45816,443,6,0,16,1
1631187469,1,52,3064463631,2117344795,1368,1368,50682,443,6,0,16,1
1631187469,1,699,3064463635,2117344802,1368,1368,46660,443,6,0,24,1
1631187469,1,701,3064463635,2117344802,1368,1368,47078,443,6,0,24,1
1631187469,1,60,2117344802,3064463635,1368,1368,443,47500,6,0,18,1
1631187469,1,52,3064463631,2117344795,1368,1368,52374,443,6,0,17,1
1631187469,1,705,3064463635,2117344802,1368,1368,48348,443,6,0,24,1
1631187469,1,701,3064463635,2117344802,1368,1368,48804,443,6,0,24,1
1631187469,1,60,2117344795,3064463631,1368,1368,443,53714,6,0,18,1
1631187469,4,344,2117344771,2117344795,65535,1368,0,1281,1,192,0,1
1631187469,1,673,2117344795,3064463631,1368,1368,443,54166,6,0,24,1
1631187469,1,52,3064463635,2117344802,1368,1368,50122,443,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,50522,443,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,50922,443,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,51322,443,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,51722,443,6,0,16,1
1631187469,1,52,3064463635,2117344802,1368,1368,52122,443,6,0,16,1
1631187469,1,60,2117344802,3064463635,1368,1368,443,52524,6,0,18,1
1631187469,1,52,3064463635,2117344802,1368,1368,52922,443,6,0,16,1
1631187485,1,52,2117344802,3064463635,1368,1368,443,53322,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,53722,443,6,0,16,1
1631187485,1,702,3064463635,2117344802,1368,1368,54120,443,6,0,24,1
1631187485,1,52,3064463635,2117344802,1368,1368,54522,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,54922,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,55322,443,6,0,17,1
1631187485,1,52,3064463635,2117344802,1368,1368,55722,443,6,0,17,1
1631187485,1,60,2117344802,3064463635,1368,1368,443,56126,6,0,18,1
1631187485,1,52,3064463635,2117344802,1368,1368,56522,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,56924,443,6,0,17,1
1631187485,1,52,3064463635,2117344802,1368,1368,57348,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,57804,443,6,0,17,1
1631187485,1,60,2117344802,3064463635,1368,1368,443,58254,6,0,18,1
1631187485,1,52,3064463635,2117344802,1368,1368,58712,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,59210,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,59706,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,60224,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,60702,443,6,0,17,1
1631187485,1,52,3064463635,2117344802,1368,1368,32948,443,6,0,17,1
1631187485,1,52,3064463635,2117344802,1368,1368,33348,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,33746,443,6,0,16,1
1631187485,9,776,2117344771,2117344802,65535,1368,0,1281,1,192,0,1
1631187485,1,60,2117344802,3064463635,1368,1368,443,34152,6,0,18,1
1631187485,1,52,3064463635,2117344802,1368,1368,34544,443,6,0,16,1
1631187485,1,60,2117344802,3064463635,1368,1368,443,34950,6,0,18,1
1631187485,1,52,3064463635,2117344802,1368,1368,35348,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,35748,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,36146,443,6,0,16,1
1631187485,1,52,3064463635,2117344802,1368,1368,36546,443,6,0,16,1
1631187485,1,60,3064463635,2117344802,1368,1368,36952,443,6,0,2,1
1631187514,1,52,3064463635,2117344802,1368,1368,37346,443,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,37746,443,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,38148,443,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,38548,443,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,38946,443,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,39352,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,39750,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,40148,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,40552,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,40950,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,41354,443,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,41748,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,42152,443,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,42550,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,42988,443,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,43442,443,6,0,16,1
1631187514,1,52,3064463635,2117344802,1368,1368,43864,443,6,0,17,1
1631187514,1,60,2117344802,3064463635,1368,1368,443,44344,6,0,18,1
1631187514,1,52,3064463635,2117344802,1368,1368,44790,443,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,45238,443,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,45684,443,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,46138,443,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,46584,443,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,47054,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,47512,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,47964,443,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,48424,6,0,16,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,48874,6,0,17,1
1631187514,1,52,2117344802,3064463635,1368,1368,443,49326,6,0,17,1
1631187514,1,52,3064463635,2117344802,1368,1368,49788,443,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,50272,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,50774,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,51244,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,51706,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,52208,6,0,16,1
1631187533,1,52,3064463635,2117344802,1368,1368,52736,443,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,53218,6,0,17,1
1631187533,1,52,3064463635,2117344802,1368,1368,53746,443,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,54256,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,54780,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,55286,6,0,17,1
1631187533,1,52,3064463635,2117344802,1368,1368,55808,443,6,0,16,1
1631187533,1,52,3064463635,2117344802,1368,1368,56300,443,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,56818,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,57318,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,57822,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,58340,6,0,17,1
1631187533,1,52,3064463635,2117344802,1368,1368,58820,443,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,59260,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,59722,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,60188,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,60648,6,0,16,1
1631187533,1,60,2117344802,3064463635,1368,1368,443,32898,6,0,18,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,33398,6,0,16,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,33910,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,34422,6,0,17,1
1631187533,1,60,3064463635,2117344802,1368,1368,34906,443,6,0,2,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,35402,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,35914,6,0,17,1
1631187533,1,52,2117344802,3064463635,1368,1368,443,36414,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,36906,6,0,17,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,37410,6,0,17,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,37902,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,38406,6,0,17,1
1631187558,1,52,3064463635,2117344802,1368,1368,38910,443,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,39398,6,0,17,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,39906,6,0,17,1
1631187558,1,52,3064463635,2117344802,1368,1368,40426,443,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,40914,6,0,17,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,41410,6,0,17,1
1631187558,1,52,3064463635,2117344802,1368,1368,41920,443,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,42412,6,0,17,1
1631187558,1,52,3064463635,2117344802,1368,1368,42906,443,6,0,16,1
1631187558,1,52,3064463635,2117344802,1368,1368,43398,443,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,43892,6,0,17,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,44400,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,44898,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,45398,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,45908,6,0,17,1
1631187558,1,52,3064463635,2117344802,1368,1368,46416,443,6,0,16,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,46928,6,0,17,1
1631187558,1,60,3064463635,2117344802,1368,1368,47418,443,6,0,2,1
1631187558,1,60,3064463635,2117344802,1368,1368,47918,443,6,0,2,1
1631187558,1,585,2117344802,3064463635,1368,1368,443,48402,6,0,24,1
1631187558,1,599,2117344802,3064463635,1368,1368,443,48900,6,0,24,1
1631187558,1,52,2117344802,3064463635,1368,1368,443,49402,6,0,16,1
1631187558,1,52,3064463635,2117344802,1368,1368,49870,443,6,0,16,1
1631187558,1,52,3064463635,2117344802,1368,1368,50354,443,6,0,16,1
1631187558,1,52,3064463635,2117344802,1368,1368,50822,443,6,0,16,1
1631187558,1,60,3064463635,2117344802,1368,1368,51294,443,6,0,2,1
1631187577,1,587,2117344802,3064463635,1368,1368,443,51746,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,52186,6,0,16,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,52646,6,0,16,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,53090,6,0,24,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,53558,6,0,24,1
1631187577,1,581,2117344802,3064463635,1368,1368,443,54006,6,0,24,1
1631187577,1,586,2117344802,3064463635,1368,1368,443,54450,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,54898,6,0,17,1
1631187577,1,585,2117344802,3064463635,1368,1368,443,55362,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,55820,6,0,16,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,56282,6,0,17,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,56724,6,0,17,1
1631187577,1,60,3064463635,2117344802,1368,1368,57182,443,6,0,2,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,57654,6,0,17,1
1631187577,1,581,2117344802,3064463635,1368,1368,443,58122,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,58586,6,0,17,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,59058,6,0,17,1
1631187577,1,52,3064463635,2117344802,1368,1368,59526,443,6,0,16,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,60002,6,0,24,1
1631187577,1,52,3064463635,2117344802,1368,1368,60482,443,6,0,16,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,60970,6,0,24,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,33204,6,0,24,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,33654,6,0,24,1
1631187577,1,581,2117344802,3064463635,1368,1368,443,34114,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,34572,6,0,17,1
1631187577,1,582,2117344802,3064463635,1368,1368,443,35024,6,0,24,1
1631187577,1,52,2117344802,3064463635,1368,1368,443,35466,6,0,16,1
1631187577,1,586,2117344802,3064463635,1368,1368,443,35924,6,0,24,1
1631187577,1,585,2117344802,3064463635,1368,1368,443,36370,6,0,24,1
1631187577,1,599,2117344802,3064463635,1368,1368,443,36828,6,0,24,1
1631187595,1,581,2117344802,3064463635,1368,1368,443,37288,6,0,24,1
1631187595,1,581,2117344802,3064463635,1368,1368,443,37756,6,0,24,1
1631187595,1,60,3064463635,2117344802,1368,1368,38192,443,6,0,2,1
1631187595,1,581,2117344802,3064463635,1368,1368,443,38650,6,0,24,1
1631187595,1,60,3064463635,2117344802,1368,1368,39104,443,6,0,2,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,39568,6,0,16,1
1631187595,1,597,2117344802,3064463635,1368,1368,443,40028,6,0,24,1
1631187595,1,60,3064463635,2117344802,1368,1368,40496,443,6,0,2,1
1631187595,1,582,2117344802,3064463635,1368,1368,443,40950,6,0,24,1
1631187595,1,586,2117344802,3064463635,1368,1368,443,41384,6,0,24,1
1631187595,1,60,3064463635,2117344802,1368,1368,41840,443,6,0,2,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,42278,6,0,17,1
1631187595,1,586,2117344802,3064463635,1368,1368,443,42732,6,0,24,1
1631187595,1,581,2117344802,3064463635,1368,1368,443,43192,6,0,24,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,43662,6,0,17,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,44140,6,0,17,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,44634,6,0,16,1
1631187595,1,586,2117344802,3064463635,1368,1368,443,45126,6,0,24,1
1631187595,1,597,2117344802,3064463635,1368,1368,443,45598,6,0,24,1
1631187595,1,594,2117344802,3064463635,1368,1368,443,46094,6,0,24,1
1631187595,1,52,3064463635,2117344802,1368,1368,46582,443,6,0,16,1
1631187595,1,597,2117344802,3064463635,1368,1368,443,47040,6,0,24,1
1631187595,1,590,2117344802,3064463635,1368,1368,443,47524,6,0,24,1
1631187595,1,60,2117344802,3064463635,1368,1368,443,47996,6,0,18,1
1631187595,1,586,2117344802,3064463635,1368,1368,443,48476,6,0,24,1
1631187595,1,594,2117344802,3064463635,1368,1368,443,48956,6,0,24,1
1631187595,1,585,2117344802,3064463635,1368,1368,443,49440,6,0,24,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,49938,6,0,17,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,50402,6,0,17,1
1631187595,1,52,2117344802,3064463635,1368,1368,443,50884,6,0,16,1
1631187615,1,582,2117344802,3064463635,1368,1368,443,51336,6,0,24,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,51792,6,0,17,1
1631187615,1,593,2117344802,3064463635,1368,1368,443,52252,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,52736,443,6,0,2,1
1631187615,1,585,2117344802,3064463635,1368,1368,443,53190,6,0,24,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,53660,6,0,17,1
1631187615,1,585,2117344802,3064463635,1368,1368,443,54122,6,0,24,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,54596,6,0,16,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,55074,6,0,16,1
1631187615,1,587,2117344802,3064463635,1368,1368,443,55528,6,0,24,1
1631187615,1,587,2117344802,3064463635,1368,1368,443,55988,6,0,24,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,56468,6,0,16,1
1631187615,1,583,2117344802,3064463635,1368,1368,443,56936,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,57426,443,6,0,2,1
1631187615,1,586,2117344802,3064463635,1368,1368,443,57906,6,0,24,1
1631187615,1,582,2117344802,3064463635,1368,1368,443,58388,6,0,24,1
1631187615,1,594,2117344802,3064463635,1368,1368,443,58856,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,59344,443,6,0,2,1
1631187615,1,588,2117344802,3064463635,1368,1368,443,59820,6,0,24,1
1631187615,1,590,2117344802,3064463635,1368,1368,443,60280,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,60744,443,6,0,2,1
1631187615,1,60,3064463635,2117344802,1368,1368,32990,443,6,0,2,1
1631187615,1,52,2117344802,3064463635,1368,1368,443,33444,6,0,16,1
1631187615,1,582,2117344802,3064463635,1368,1368,443,33890,6,0,24,1
1631187615,1,586,2117344802,3064463635,1368,1368,443,34366,6,0,24,1
1631187615,1,52,3064463635,2117344802,1368,1368,34826,443,6,0,16,1
1631187615,1,585,2117344802,3064463635,1368,1368,443,35284,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,35758,443,6,0,2,1
1631187615,1,586,2117344802,3064463635,1368,1368,443,36204,6,0,24,1
1631187615,1,60,3064463635,2117344802,1368,1368,36678,443,6,0,2,1
1631187636,1,60,3064463635,2117344802,1368,1368,37144,443,6,0,2,1
1631187636,1,586,2117344802,3064463635,1368,1368,443,37602,6,0,24,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,38070,6,0,24,1
1631187636,1,590,2117344802,3064463635,1368,1368,443,38546,6,0,24,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,39008,6,0,24,1
1631187636,1,591,2117344802,3064463635,1368,1368,443,39506,6,0,24,1
1631187636,1,52,3064463635,2117344802,1368,1368,39976,443,6,0,16,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,40438,6,0,24,1
1631187636,1,52,2117344802,3064463635,1368,1368,443,40902,6,0,17,1
1631187636,1,584,2117344802,3064463635,1368,1368,443,41380,6,0,24,1
1631187636,1,52,2117344802,3064463635,1368,1368,443,41852,6,0,16,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,42316,6,0,24,1
1631187636,1,591,2117344802,3064463635,1368,1368,443,42810,6,0,24,1
1631187636,1,52,3064463635,2117344802,1368,1368,43292,443,6,0,16,1
1631187636,1,590,2117344802,3064463635,1368,1368,443,43764,6,0,24,1
1631187636,1,595,2117344802,3064463635,1368,1368,443,44274,6,0,24,1
1631187636,1,597,2117344802,3064463635,1368,1368,443,44754,6,0,24,1
1631187636,1,582,2117344802,3064463635,1368,1368,443,45246,6,0,24,1
1631187636,1,581,2117344802,3064463635,1368,1368,443,45740,6,0,24,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,46212,6,0,24,1
1631187636,1,52,3064463635,2117344802,1368,1368,46708,443,6,0,16,1
1631187636,1,60,3064463635,2117344802,1368,1368,47178,443,6,0,2,1
1631187636,1,597,2117344802,3064463635,1368,1368,443,47646,6,0,24,1
1631187636,1,589,2117344802,3064463635,1368,1368,443,48122,6,0,24,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,48604,6,0,24,1
1631187636,1,585,2117344802,3064463635,1368,1368,443,49076,6,0,24,1
1631187636,1,60,3064463635,2117344802,1368,1368,49558,443,6,0,2,1
1631187636,1,593,2117344802,3064463635,1368,1368,443,50032,6,0,24,1
1631187636,1,582,2117344802,3064463635,1368,1368,443,50514,6,0,24,1
1631187636,1,581,2117344802,3064463635,1368,1368,443,51006,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,51466,443,6,0,2,1
1631187656,1,582,2117344802,3064463635,1368,1368,443,51934,6,0,24,1
1631187656,1,581,2117344802,3064463635,1368,1368,443,52402,6,0,24,1
1631187656,1,585,2117344802,3064463635,1368,1368,443,52878,6,0,24,1
1631187656,1,602,2117344802,3064463635,1368,1368,443,53320,6,0,24,1
1631187656,1,52,2117344802,3064463635,1368,1368,443,53782,6,0,16,1
1631187656,1,585,2117344802,3064463635,1368,1368,443,54240,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,54708,443,6,0,2,1
1631187656,1,583,2117344802,3064463635,1368,1368,443,55182,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,55662,443,6,0,2,1
1631187656,1,584,2117344802,3064463635,1368,1368,443,56122,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,56592,443,6,0,2,1
1631187656,1,52,2117344802,3064463635,1368,1368,443,57064,6,0,17,1
1631187656,1,584,2117344802,3064463635,1368,1368,443,57542,6,0,24,1
1631187656,1,60,2117344802,3064463635,1368,1368,443,58028,6,0,18,1
1631187656,1,580,2117344802,3064463635,1368,1368,443,58492,6,0,24,1
1631187656,1,582,2117344802,3064463635,1368,1368,443,58970,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,59430,443,6,0,2,1
1631187656,1,586,2117344802,3064463635,1368,1368,443,59902,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,60390,443,6,0,2,1
1631187656,1,52,2117344802,3064463635,1368,1368,443,60854,6,0,17,1
1631187656,1,584,2117344802,3064463635,1368,1368,443,33100,6,0,24,1
1631187656,1,586,2117344802,3064463635,1368,1368,443,33556,6,0,24,1
1631187656,1,601,2117344802,3064463635,1368,1368,443,34024,6,0,24,1
1631187656,1,584,2117344802,3064463635,1368,1368,443,34486,6,0,24,1
1631187656,1,52,2117344802,3064463635,1368,1368,443,34936,6,0,16,1
1631187656,1,60,3064463635,2117344802,1368,1368,35412,443,6,0,2,1
1631187656,1,582,2117344802,3064463635,1368,1368,443,35860,6,0,24,1
1631187656,1,60,3064463635,2117344802,1368,1368,36342,443,6,0,2,1
1631187656,1,586,2117344802,3064463635,1368,1368,443,36816,6,0,24,1
1631187677,1,585,2117344802,3064463635,1368,1368,443,37288,6,0,24,1
1631187677,1,60,3064463635,2117344802,1368,1368,37752,443,6,0,2,1
1631187677,1,52,3064463635,2117344802,1368,1368,38202,443,6,0,16,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,38644,6,0,16,1
1631187677,1,586,2117344802,3064463635,1368,1368,443,39112,6,0,24,1
1631187677,1,586,2117344802,3064463635,1368,1368,443,39580,6,0,24,1
1631187677,1,586,2117344802,3064463635,1368,1368,443,40044,6,0,24,1
1631187677,1,582,2117344802,3064463635,1368,1368,443,40492,6,0,24,1
1631187677,1,601,2117344802,3064463635,1368,1368,443,40960,6,0,24,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,41400,6,0,16,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,41866,6,0,17,1
1631187677,1,60,3064463635,2117344802,1368,1368,42322,443,6,0,2,1
1631187677,1,584,2117344802,3064463635,1368,1368,443,42812,6,0,24,1
1631187677,1,582,2117344802,3064463635,1368,1368,443,43272,6,0,24,1
1631187677,1,604,2117344802,3064463635,1368,1368,443,43756,6,0,24,1
1631187677,1,585,2117344802,3064463635,1368,1368,443,44234,6,0,24,1
1631187677,1,60,3064463635,2117344802,1368,1368,44718,443,6,0,2,1
1631187677,1,589,2117344802,3064463635,1368,1368,443,45192,6,0,24,1
1631187677,1,595,2117344802,3064463635,1368,1368,443,45678,6,0,24,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,46168,6,0,16,1
1631187677,1,588,2117344802,3064463635,1368,1368,443,46644,6,0,24,1
1631187677,1,581,2117344802,3064463635,1368,1368,443,47138,6,0,24,1
1631187677,1,60,3064463635,2117344802,1368,1368,47622,443,6,0,2,1
1631187677,1,582,2117344802,3064463635,1368,1368,443,48072,6,0,24,1
1631187677,1,582,2117344802,3064463635,1368,1368,443,48560,6,0,24,1
1631187677,1,582,2117344802,3064463635,1368,1368,443,49036,6,0,24,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,49524,6,0,17,1
1631187677,1,60,2117344802,3064463635,1368,1368,443,50006,6,0,18,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,50460,6,0,16,1
1631187677,1,52,2117344802,3064463635,1368,1368,443,50928,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,51376,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,51850,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,52310,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,52776,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,53256,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,53728,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,54206,6,0,16,1
1631187698,1,52,2117344802,3064463635,1368,1368,443,54668,6,0,16,1
